term_id	ontology	label	definition	synonyms	deprecated	directly_referenced	label_only
BTO:0002100	BTO	outer ear	The portion of the auditory organ comprising the auricle and the external acoustic meatus.			TRUE	FALSE
BTO:0002101	BTO	multiple myeloma cell	A malignant proliferation of plasma cells in bone marrow causing numerous tumors and characterized by the presence of abnormal proteins in the blood.			FALSE	FALSE
BTO:0002102	BTO	MOPC-104E cell	Murine plasmacytoma cell line.			FALSE	FALSE
BTO:0002103	BTO	MOPC-173 cell	Murine plasmacytoma cell line; also described as mouse myeloma tumor.			FALSE	FALSE
BTO:0002104	BTO	BE(2)-M17 cell	Human caucasian neuroblastoma cell line. The cell line BE(2)-M17 was isolated from SK-N-BE(2) by limiting dilution.			FALSE	FALSE
BTO:0002105	BTO	perisympathetic organ	In the perisympathetic organs of insects there is a neurohemal structure acting as neurohormonal release sites.			FALSE	FALSE
BTO:0002106	BTO	neurohemal organ	A system of neurons that has the specialized function to produce and secrete hormones, and that constitutes, in whole or in part, an endocrine organ or system.			FALSE	FALSE
BTO:0002107	BTO	submucosa	The layer of areolar tissue situated beneath the mucous membrane. The layer of loose connective tissue between the lamina muscularis mucosae and the tunica muscularis in most parts of the digestive, respiratory, urinary, and genital tracts.			FALSE	FALSE
BTO:0002108	BTO	tela submucosa bronchiorum	The layer of tissue underlying the tunica mucosa of the bronchi.			FALSE	FALSE
BTO:0002109	BTO	tela submucosa esophagi	The layer of tissue underlying the tunica mucosa of the esophagus.			FALSE	FALSE
BTO:0002110	BTO	tela submucosa gastris	The tissue underlying the tunica mucosa of the stomach.			FALSE	FALSE
BTO:0002111	BTO	tela submucosa intestini crassi	The layer of tissue underlying the tunica mucosa of the large intestine.			FALSE	FALSE
BTO:0002112	BTO	tela submucosa intestini tenuis	The submucous layer of the wall of the small intestine.			FALSE	FALSE
BTO:0002113	BTO	tela submucosa pharyngis	The tissue underlying the tunica mucosa of the pharynx.			FALSE	FALSE
BTO:0002114	BTO	tela submucosa recti	The submucous layer of the wall of the rectum.			FALSE	FALSE
BTO:0002115	BTO	tela submucosa tracheae	The tissue underlying the tunica mucosa of the trachea.			FALSE	FALSE
BTO:0002116	BTO	tela submucosa tubae uterinae	The submucous layer of the wall of the uterine tube.			FALSE	FALSE
BTO:0002117	BTO	tela submucosa vesicae urinariae	The submucous layer of the wall of the urinary bladder.			FALSE	FALSE
BTO:0002118	BTO	culture condition:collagen-grown cell				FALSE	FALSE
BTO:0002119	BTO	spikelet	A small or secondary spike, specifically one of the small few-flowered bracted spikes that make up the compound inflorescence of a grass or sedge.			FALSE	FALSE
BTO:0002120	BTO	pyloric cecum	The pyloric ceca (or digestive glands) and the cardiac stomach produce digestive enzymes in starfishes. Digested material is absorbed through the pyloric ceca for transport to the rest of the body. Each pyloric cecum extends the length of each arm.			FALSE	FALSE
BTO:0002121	BTO	pyloric stomach	The pyloric ceca (or digestive glands) and the cardiac stomach produce digestive enzymes in starfishes.			FALSE	FALSE
BTO:0002122	BTO	cardiac stomach	In starfishes the cardiac stomach is connected to a pyloric stomach which is located above it. Food can be brought into the stomach through the mouth or, in many species, the cardiac stomach can be extended out through the mouth to digest food outside the body. Suspension-feeding starfish use their tube feet to pass food to the mouth.			FALSE	FALSE
BTO:0002123	BTO	primitive endoderm	The primitive endoderm is the lower layer of the blastocyst that gives rise to fetal membranes.			FALSE	FALSE
BTO:0002124	BTO	ampulla	The constant contraction of ampulla (to extend and retract the tube feet) helps to move a starfish. The ampullae are teeth like structures surrounding the radial canal.			FALSE	FALSE
BTO:0002125	BTO	water vascular system	The water vascular system is a hydraulic system used by Echinoderms for locomotion, food and waste transportation, and respiration. Composed of water filled tube feet and ampulla, Echinoderms move by contracting the muscles around the ampulla forcing water in the tube feet, which causes the foot to extend propelling the animal forward.			FALSE	FALSE
BTO:0002126	BTO	U-373MG cell	Human caucasian glioblastoma/astrocytoma cell line; established from a 61-years-old caucasian male.			FALSE	FALSE
BTO:0002127	BTO	U-138MG cell	Human glioblastoma cell line; established from a 47 years old human male.			FALSE	FALSE
BTO:0002128	BTO	TX3868 cell	Multiform glioblastoma cell line.			FALSE	FALSE
BTO:0002129	BTO	SK-MEL-1 cell	Human melanoma; established from the lymph node metastasis (thoracic duct) of a 29-year-old Caucasian man with primary melanoma in 1966.			FALSE	FALSE
BTO:0002130	BTO	SK-MEL cell	Human metastatic melanoma cell line.			FALSE	FALSE
BTO:0002131	BTO	SK-MEL-28 cell	Human skin melanoma cell line; established from a 51-years old human male.			FALSE	FALSE
BTO:0002132	BTO	SK-MEL-3 cell	Human melanoma established from the lymph node metastasis of a malignant melanoma from a 42-year-old Caucasian woman.			FALSE	FALSE
BTO:0002133	BTO	SK-MEL-30 cell	Human melanoma derived from tumor tissue (subcutis metastasis) of a 67-year-old Caucasian man with malignant melanoma in 1975.			FALSE	FALSE
BTO:0002134	BTO	SK-MEL-5 cell	Human caucasian skin melanoma cell line; established from a 24 year old Caucasian female. Derived from: axillary node.			FALSE	FALSE
BTO:0002135	BTO	INS-1 cell	Pancreatic beta -cell line of rat origin.			FALSE	FALSE
BTO:0002136	BTO	NB-4 cell	Human acute promyelocytic leukemia cell line; established from the bone marrow of a 23-year-old woman with acute promyelocytic leukemia (APL = AML FAB M3) in second relapse in 1989.			TRUE	FALSE
BTO:0002137	BTO	MiaPaCa-2 cell	Human pancreatic cancer cell line.			FALSE	FALSE
BTO:0002138	BTO	MiaPaCa cell	Human pancreatic carcinoma cell line.			FALSE	FALSE
BTO:0002139	BTO	HS-683 cell	Human brain glioma cell line. Hs 683 was isolated from explant cultures of a glioma taken from the left temporal lobe of a 76 year old male Caucasian.			FALSE	FALSE
BTO:0002140	BTO	RPMI-7931 cell	Human melanoma cell line.			FALSE	FALSE
BTO:0002141	BTO	BCS-TC2 cell	Human colon adenocarcinoma cell line.			FALSE	FALSE
BTO:0002142	BTO	BRIN-BD11 cell	Insulin secreting beta cell line.			FALSE	FALSE
BTO:0002143	BTO	CEM-VCR R cell	Acute lymphoblastic leukemia cell line, resistant to vincristine.			FALSE	FALSE
BTO:0002144	BTO	acute lymphoblastic leukemia cell line	Lymphocytic leukemia cell line that is marked by an abnormal increase in the number of lymphoblasts, that is characterized by rapid onset and progression of symptoms which include fever, anemia, pallor, fatigue, appetite loss, bleeding, thrombocytopenia, granulocytopenia, bone and joint pain, and enlargement of the lymph nodes, liver, and spleen, and that occurs chiefly during childhood.			FALSE	FALSE
BTO:0002145	BTO	midgut cell line				FALSE	FALSE
BTO:0002146	BTO	CAL-62 cell	Human thyroid anaplastic carcinoma cell line, established from the thyroid gland (right lobe) of a 70-year-old woman with thyroid anaplastic carcinoma in 1988; described as being tumorigenic in heterotransplanted nude mice.			FALSE	FALSE
BTO:0002147	BTO	type II intestinal metaplasia disease specific cell type	Metaplasia is the change in the type of adult cells in a tissue to another form of adult cells that are not normal for that tissue.			FALSE	FALSE
BTO:0002148	BTO	gas bladder	A thin membranous, sometimes alveolated sac in the dorsal portion of the abdominal cavity. Contains a varying mixture of gases, not identical to the composition of air. May be one, two or three chambered. May be connected to the gut by a tube, the ductus pneumaticus (then called physostomous) or unconnected (then called physoclistous). May function as one or more of:- hydrostatic organ, sound producing organ, sound receptor, respiratory organ. Found in Actinopterygii. Often lacking in bottom fishes.			FALSE	FALSE
BTO:0002149	BTO	gill raker	One of a series of variously shaped bony or cartilaginous projections on the inner side of the branchial arch. The rakers have epithelial denticles and both their gross and fine structure serves to retain food particles in the mouth. The gill raker count normally includes all rakers, even the rudiments, and is made on the front half of the first arch. Upper and lower gill raker counts may be presented as the upper and the lower (including the central raker), e.g. 9 + 17; or as upper rakers, central raker, and lower rakers, e.g. 9 + 1 + 16. The most anterior and posterior rakers are often small and delicate, easily torn or lost if the arch is removed. Plankton feeders have numerous, crowded, elongate and fine rakers while predators have few, separated, short and stubby rakers.			FALSE	FALSE
BTO:0002150	BTO	gill filament	The thread-like, soft, red respiratory and excretory structure projecting outward from the gill arch.			FALSE	FALSE
BTO:0002151	BTO	gill raker sieve	The set of gill rakers on the gill arches acting as a filter or sieve.			FALSE	FALSE
BTO:0002152	BTO	gill arch	The endochondral skeletal support of the gill which bears the gill filaments and the gill rakers. Consists of pharyngobranchials, epibranchials, ceratobranchials and hypobranchials. Usually 4 in teleosts, can be as many as 16 in some Cyclostomata.			FALSE	FALSE
BTO:0002153	BTO	pharyngobranchial	The deep, endochondral bone at the top of the gill arch. May bear the upper pharyngeal and a dentigerous plate. May occur on arches 1, 2, 3, 4. Also called super-pharyngeals or superior pharyngeals. Suprapharyngobranchials are never associated with teeth while infrapharyngobranchials may be associated with dermal plates bearing teeth.			FALSE	FALSE
BTO:0002154	BTO	epibranchial	A deep cartilage bone on the upper part of the gill arch below the uppermost element, the pharyngobranchial. May occur on arches 1, 2, 3, 4 and be covered with toothed pads.			FALSE	FALSE
BTO:0002155	BTO	ceratobranchial	A long, deep, endochondral bone in the middle portion of the gill arches between the epibranchials and the hypobranchials. There are usually 5 pairs of ceratobranchials, absent in some Anguillidae, Polypterus and Calamoichthys. The fifth pair of ceratobranchialas are modified in Cypriniformes and Siluriformes into a strong, tooth-bearing bone called the inferior pharyngobranchial bone.			FALSE	FALSE
BTO:0002156	BTO	hypobranchial	One of a series of deep, paired endochondral bones on the lower part of the gill arch between the ceratobranchials and the basibranchials. May occur on arches 1, 2, 3, 4 and bear dentigerous plates. Salmonidae have only 3 pairs. In Chondrichthyes they are the most ventral paired cartilages.			FALSE	FALSE
BTO:0002157	BTO	endochondral bone	Refers to skeletal elements which are formed in cartilage and which later ossify. Also called replacement bone because it gradually replaces the pre-existing cartilage.			FALSE	FALSE
BTO:0002158	BTO	huelle cell	A cell having a thickened cell wall and a small lumen. Hulle cells are associated with species of Aspergillus. They are associated with the cleistothecia of all ascogenous species of the Aspergillus nidulans group, abundantly occurring around it.			FALSE	FALSE
BTO:0002159	BTO	cleistothecium	The fruiting body (ascocarp) produced by certain ascomycetes, in which there is no pore for the escape of ascospores, the spores being released by rupture or decay of the body.			FALSE	FALSE
BTO:0002160	BTO	apothecium	An open or expanded fruiting body seen in lichens and actinomycetous fungi, having asci contained on its exposed surface.			FALSE	FALSE
BTO:0002161	BTO	ascocarp	The fruiting body of an ascomycetous fungus, including the asci and ascospores.			FALSE	FALSE
BTO:0002162	BTO	ascus	The sporangium or spore case of certain lichens and fungi, consisting of a single terminal cell.			FALSE	FALSE
BTO:0002163	BTO	gymnothecium	A type of fruiting body (ascocarp) composed of a loose network of mycelia through which ascospores filter and are released at maturity; its reproductive organs are in the form of naked asci. Seen in fungi of the family Gymnoascaceae.			FALSE	FALSE
BTO:0002164	BTO	perithecium	The flask-shaped fruiting body of certain molds and ascomycetous fungi having a pore for the escape of spores.			FALSE	FALSE
BTO:0002165	BTO	basidium	The clublike organ of the fungal class Basidiomycotina which, following karyogamy and meiosis, bears the basidiospore.			FALSE	FALSE
BTO:0002166	BTO	basidiospore	A type of sexual spore that forms on a basidium.			FALSE	FALSE
BTO:0002167	BTO	mushroom	The fruiting body (basidiocarp) of any of a variety of basidiomycetous fleshy fungi of the order Agaricales, especially one that is edible. Poisonous species are popularly called toadstools.			FALSE	FALSE
BTO:0002168	BTO	juvenile	Physiologically immature or undeveloped stage.			TRUE	FALSE
BTO:0002169	BTO	anterior commissure	A bundle of myelinated nerve fibers passing transversely through the lamina terminalis and connecting symmetrical parts of the two cerebral hemispheres; it consists of a smaller anterior part (pars anterior commissurae anterioris) and a larger posterior part (pars posterior commissurae anterioris).			FALSE	FALSE
BTO:0002170	BTO	LOX cell	Human amelanotic malignant melanoma cell line.			FALSE	FALSE
BTO:0002171	BTO	amelanotic melanoma cell line				FALSE	FALSE
BTO:0002172	BTO	ABFTL-6 cell	Mouse mast cell line.			FALSE	FALSE
BTO:0002173	BTO	tubercle	The adult male dorsal surface of Schistosoma is covered in small bosses called tubercles that provide purchase against the blood vessel wall when the worm is crawling up the mesenteric veins carrying the female in its ventral groove. Each tubercle has a thin, 2-3 micron, covering of the syncytial tegument. Enclosed entirely within the tegument cytoplasm of the tubercle are a series of spines, made of actin, which assist in gripping the blood vessel. The tegument is normally closely apposed to the underlying circular muscle layer, and separated from it only by an extracellular matrix of collagen fibres. The tubercle is the exception, where the tegument is lifted up by numerous extensions of parenchymal cells. The parenchymal cell bodies lie below the muscle layers and send out narrow extensions of cytoplasm which insinuate between the muscles to form the packing for the tubercle.			TRUE	FALSE
